House_Type,Transaction_Cycle,Num_Look,Attention,Floor,Construction_Area,Oriented,Age,Renovation,Construction_struct,Ladder_Ratio,Elevator,Trading_Authority,Storey,Latitude
327.5085142613878,0.8578947368421053,0.25,-0.4671532846715328,331.2211508227649,-0.5988023952095808,331.42416522609415,0.875,333.24383473897734,343.23836332562587,334.55401535112844,341.53726024525736,332.81354599573183,3.6666666666666665,-0.3094226297255772
331.2992456896552,-0.2578947368421053,-0.5,-0.7299270072992701,336.1734493113804,-0.2874251497005988,331.42416522609415,-1.375,341.5201149425288,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.2590020596638464
345.34747163159636,0.9421052631578948,-0.25,0.6423357664233577,337.44848806366053,1.3652694610778444,331.42416522609415,-0.04166666666666666,331.921366419594,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,0.8333333333333334,-1.848562886187056
327.5085142613878,5.4157894736842085,-0.75,0.9343065693430656,336.1734493113804,-0.5269461077844312,331.42416522609415,0.2083333333333333,341.5201149425288,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,1.2573782472926718
345.34747163159636,-0.4263157894736842,-0.5,-0.2043795620437956,331.2211508227649,1.2694610778443114,331.42416522609415,0.7083333333333334,333.24383473897734,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,1.0,0.3463955883330692
327.5085142613878,-0.5105263157894737,-0.25,-0.5547445255474452,336.1734493113804,-0.11976047904191615,331.42416522609415,0.2083333333333333,341.5201149425288,343.23836332562587,334.35844213815426,341.53726024525736,337.1022654899464,1.8333333333333333,1.2657869908977055
327.5085142613878,0.5421052631578948,1.5,0.0583941605839416,336.1734493113804,-0.40718562874251496,331.42416522609415,0.125,341.5201149425288,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-0.031338781476315136
327.5085142613878,0.06842105263157895,2.0,0.9343065693430656,336.1734493113804,-0.4550898203592814,331.42416522609415,0.2916666666666667,333.24383473897734,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,1.1678479835227848
338.10205177784945,2.5105263157894737,0.0,2.54014598540146,336.1734493113804,0.0,331.42416522609415,0.5416666666666666,341.5201149425288,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-0.08225898611384433
345.34747163159636,-0.6368421052631579,-0.75,-0.7299270072992701,331.2211508227649,1.221556886227545,335.77403516784665,0.2083333333333333,333.24383473897734,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,0.8333333333333334,-0.08225898611384433
327.5085142613878,0.8473684210526315,1.0,0.17518248175182485,331.2211508227649,-0.7425149700598802,331.42416522609415,-1.375,332.6897674941032,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,-0.16666666666666666,0.41081655703944936
333.56170598911075,5.194736842105264,0.0,0.7299270072992701,331.2211508227649,0.04790419161676647,331.42416522609415,-0.625,331.921366419594,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.3062015812903451
338.10205177784945,4.478947368421053,-0.5,-0.1167883211678832,331.2211508227649,0.5508982035928144,331.42416522609415,0.125,341.5201149425288,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,0.5,-0.06382565942459721
327.5085142613878,0.13157894736842105,0.75,-0.7299270072992701,331.2211508227649,-0.33532934131736525,331.42416522609415,0.875,333.24383473897734,343.23836332562587,334.35844213815426,328.8820073203622,332.81354599573183,2.0,-0.8001700883662377
327.5085142613878,-0.33157894736842103,-0.75,-0.0583941605839416,337.44848806366053,-0.7185628742514971,331.42416522609415,-0.625,333.24383473897734,326.6708099438653,334.35844213815426,328.8820073203622,337.1022654899464,0.0,1.0071357384892121
338.10205177784945,0.5631578947368421,-0.75,0.9927007299270072,336.1734493113804,0.4790419161676647,331.42416522609415,0.2083333333333333,341.5201149425288,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-1.848562886187056
331.2992456896552,1.0157894736842106,1.25,0.8175182481751825,337.44848806366053,-0.5748502994011976,331.42416522609415,-1.7083333333333333,331.921366419594,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.6523632981198081
327.5085142613878,-0.20526315789473684,0.75,1.956204379562044,337.44848806366053,-0.5269461077844312,331.42416522609415,-0.625,331.921366419594,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-2.9596438774833658
327.5085142613878,0.5210526315789473,1.75,0.6715328467153284,331.2211508227649,-0.31137724550898205,331.42416522609415,0.7916666666666666,331.921366419594,343.23836332562587,334.35844213815426,341.53726024525736,332.81354599573183,1.8333333333333333,0.21119659823274048
331.2992456896552,3.4052631578947365,-0.5,0.0291970802919708,336.1734493113804,0.04790419161676647,331.42416522609415,-0.625,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.4324071490266809
331.2992456896552,-0.2684210526315789,1.0,0.4087591240875912,337.44848806366053,-0.7664670658682635,331.42416522609415,-1.125,341.5201149425288,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.3888326357053037
331.2992456896552,-0.5105263157894737,-0.5,-0.5255474452554745,336.1734493113804,-0.1437125748502994,331.42416522609415,-0.7916666666666666,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,1.950722211148881
331.2992456896552,-0.41578947368421054,-0.25,-0.17518248175182485,337.44848806366053,-0.31137724550898205,331.42416522609415,-1.2083333333333333,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.09647199521626257
333.56170598911075,0.12105263157894736,0.5,-0.2335766423357664,331.2211508227649,0.023952095808383242,331.42416522609415,-0.7083333333333334,331.921366419594,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.2889588731645885
327.5085142613878,0.2473684210526316,0.25,-0.35036496350364965,336.1734493113804,-0.31137724550898205,331.42416522609415,0.2916666666666667,331.921366419594,343.23836332562587,337.16314301865464,341.53726024525736,337.1022654899464,1.8333333333333333,1.5287010829846273
338.10205177784945,-0.6368421052631579,-0.5,-0.6131386861313869,331.2211508227649,-0.023952095808383242,331.42416522609415,-0.375,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,1.0588213407747693
334.33032655857505,-0.5631578947368421,-0.25,-0.6423357664233577,337.44848806366053,-0.4550898203592814,331.42416522609415,-1.5416666666666667,333.24383473897734,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.17744468806063174
331.2992456896552,1.3,-0.75,0.35036496350364965,331.2211508227649,0.0718562874251497,331.42416522609415,-0.7083333333333334,331.921366419594,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-0.147838681815129
334.6394673950154,5.436842105263158,0.75,1.635036496350365,331.2211508227649,-0.9580838323353292,331.42416522609415,-1.5416666666666667,341.5201149425288,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.6724124642881589
338.10205177784945,-0.3736842105263158,2.5,0.5255474452554745,331.2211508227649,0.8383233532934131,331.42416522609415,0.5416666666666666,333.24383473897734,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,2.0,-0.30915686665334724
331.2992456896552,0.14210526315789473,-0.75,0.7299270072992701,337.44848806366053,-0.6227544910179641,331.42416522609415,-0.875,333.24383473897734,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.3783403096140293
338.10205177784945,-0.11052631578947368,-0.75,1.197080291970803,336.1734493113804,0.04790419161676647,331.42416522609415,0.4583333333333333,341.5201149425288,343.23836332562587,338.3393103448276,328.8820073203622,332.81354599573183,0.0,0.08397050029904599
338.10205177784945,-0.6368421052631579,0.75,-0.583941605839416,337.44848806366053,0.5988023952095808,331.42416522609415,0.125,341.5201149425288,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,0.8333333333333334,0.4696139791376281
327.5085142613878,0.1736842105263158,-0.5,0.3795620437956204,336.1734493113804,-0.5029940119760479,331.42416522609415,-0.4583333333333333,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.4121241113547996
334.6394673950154,-0.4052631578947368,-0.5,-0.3795620437956204,336.1734493113804,-0.934131736526946,331.42416522609415,-1.9583333333333333,333.24383473897734,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.6732203840277108
338.10205177784945,-0.11052631578947368,0.0,-0.5255474452554745,337.44848806366053,0.38323353293413176,331.42416522609415,1.0416666666666667,341.5201149425288,343.23836332562587,328.31272294887043,328.8820073203622,337.1022654899464,2.0,-2.0656806856688137
327.5085142613878,0.3105263157894737,-0.5,-0.5547445255474452,331.2211508227649,-0.3592814371257485,331.42416522609415,-0.5416666666666666,333.24383473897734,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.8527486545745453
331.2992456896552,-0.5842105263157895,0.75,-0.4379562043795621,331.2211508227649,-0.5508982035928144,331.42416522609415,-1.7916666666666667,341.5201149425288,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,-0.16666666666666666,0.3809235266759927
333.56170598911075,0.4789473684210526,-0.75,0.2043795620437956,336.1734493113804,-0.1437125748502994,331.42416522609415,-0.7916666666666666,333.24383473897734,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.3829326955020103
331.2992456896552,-0.4473684210526316,0.5,-0.291970802919708,337.44848806366053,-0.11976047904191615,331.42416522609415,-0.4583333333333333,333.24383473897734,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.15331340110296027
334.33032655857505,0.06842105263157895,0.25,-0.4087591240875912,337.44848806366053,-0.5988023952095808,331.42416522609415,-0.625,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-1.848562886187056
331.2992456896552,2.163157894736842,1.25,0.4087591240875912,336.1734493113804,0.023952095808383242,331.42416522609415,-0.625,331.921366419594,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.4097216131819058
338.10205177784945,-0.4894736842105264,-0.75,-0.5255474452554745,331.2211508227649,0.6706586826347305,331.42416522609415,0.125,331.921366419594,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,0.8333333333333334,-1.848562886187056
327.5085142613878,0.3736842105263158,-0.5,0.4963503649635037,336.1734493113804,-0.8862275449101796,331.42416522609415,0.060060137095576886,333.24383473897734,343.23836332562587,328.31272294887043,341.53726024525736,334.3945469125903,0.0,0.36932562620431264
338.10205177784945,0.5421052631578948,0.0,0.0,331.2211508227649,0.4790419161676647,331.42416522609415,0.5416666666666666,333.24383473897734,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,1.3333333333333333,0.4962115474055543
331.2992456896552,0.18421052631578946,0.5,-0.08759124087591241,331.2211508227649,-0.4311377245508982,335.77403516784665,-1.2083333333333333,333.24383473897734,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.7626868646601987
327.5085142613878,-0.11052631578947368,0.0,-0.6131386861313869,331.2211508227649,-0.7425149700598802,331.42416522609415,-2.0416666666666665,333.24383473897734,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,0.4239665138529101
334.6394673950154,-0.3526315789473684,-0.25,-0.6715328467153284,337.44848806366053,-0.9580838323353292,331.42416522609415,-0.9583333333333334,333.24383473897734,326.6708099438653,335.3015236567764,328.8820073203622,337.1022654899464,0.0,0.745624875423625
345.34747163159636,0.7315789473684211,1.0,0.0583941605839416,336.1734493113804,1.6047904191616766,331.42416522609415,-0.04166666666666666,331.921366419594,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,0.8333333333333334,-0.5548495116603497
345.34747163159636,-0.531578947368421,0.5,-0.7299270072992701,337.44848806366053,1.3892215568862276,331.42416522609415,0.125,341.5201149425288,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-0.5548495116603497
338.10205177784945,-0.13157894736842105,-0.75,0.08759124087591241,336.1734493113804,0.4790419161676647,331.42416522609415,0.375,331.921366419594,343.23836332562587,337.16314301865464,341.53726024525736,337.1022654899464,1.8333333333333333,-0.5523194472128474
338.10205177784945,-0.34210526315789475,-0.5,-0.32116788321167883,337.44848806366053,0.1437125748502994,331.42416522609415,0.875,332.6897674941032,343.23836332562587,328.31272294887043,341.53726024525736,332.81354599573183,0.8333333333333334,-1.2463331340110622
338.10205177784945,4.436842105263158,-0.25,4.729927007299271,331.2211508227649,0.33532934131736525,334.4942146866766,-0.375,331.921366419594,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-1.4640143512059791
345.34747163159636,-0.14210526315789473,-0.25,0.2043795620437956,337.44848806366053,1.7005988023952097,331.42416522609415,0.125,341.5201149425288,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-0.6175483356587795
345.34747163159636,1.4894736842105265,0.25,0.1167883211678832,336.1734493113804,1.5808383233532934,338.9336348219333,0.875,341.5201149425288,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,1.0,-0.686412862932695
338.10205177784945,2.1210526315789475,1.25,0.4671532846715328,331.2211508227649,0.11976047904191615,331.42416522609415,0.7916666666666666,332.6897674941032,343.23836332562587,338.3393103448276,341.53726024525736,337.1022654899464,1.0,-1.6044648196133953
331.2992456896552,-0.41578947368421054,7.0,0.17518248175182485,331.2211508227649,-0.2395209580838324,331.42416522609415,-0.4583333333333333,331.921366419594,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.0350382034416594
327.5085142613878,-0.2368421052631579,0.25,0.5255474452554745,337.44848806366053,-0.7185628742514971,331.42416522609415,-0.7083333333333334,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.02070825858749472
338.10205177784945,2.9,0.5,0.7299270072992701,336.1734493113804,0.4790419161676647,331.42416522609415,-0.625,331.921366419594,326.6708099438653,334.35844213815426,328.8820073203622,337.1022654899464,0.0,-0.4571443757889975
327.5085142613878,-0.3736842105263158,-0.25,-0.7299270072992701,331.2211508227649,-0.5508982035928144,331.42416522609415,-0.7083333333333334,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.5253710716896443
331.2992456896552,-0.15263157894736842,1.0,0.17518248175182485,336.1734493113804,-0.19161676646706588,331.42416522609415,-0.4583333333333333,333.24383473897734,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-1.5162314796359968
345.34747163159636,0.005263157894736842,2.5,0.35036496350364965,337.44848806366053,1.3173652694610778,338.9336348219333,0.2083333333333333,341.5201149425288,343.23836332562587,337.16314301865464,341.53726024525736,337.1022654899464,1.8333333333333333,-0.5222882200518447
331.2992456896552,-0.6368421052631579,-0.25,-0.7299270072992701,331.2211508227649,-0.2634730538922156,331.42416522609415,-0.2916666666666667,333.24383473897734,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-0.4765450800611421
338.10205177784945,-0.4578947368421053,0.0,-0.4379562043795621,336.1734493113804,0.09580838323353294,331.42416522609415,0.04166666666666666,333.24383473897734,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,0.3533479503023449
327.5085142613878,-0.5,-0.25,-0.7299270072992701,336.1734493113804,-0.8862275449101796,331.42416522609415,-1.125,332.6897674941032,326.6708099438653,328.31272294887043,328.8820073203622,337.1022654899464,0.0,-0.007866586937712012
345.34747163159636,0.6473684210526316,-0.75,-0.0291970802919708,336.1734493113804,1.4850299401197604,338.9336348219333,0.5416666666666666,331.921366419594,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-1.5280951431799068
331.2992456896552,-0.3736842105263158,0.25,-0.3795620437956204,336.1734493113804,-0.4790419161676647,331.42416522609415,-1.2083333333333333,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,-0.16666666666666666,-1.54212743339318
331.2992456896552,2.542105263157895,-0.25,0.4379562043795621,337.44848806366053,-0.16766467065868262,331.42416522609415,-0.7083333333333334,341.5201149425288,326.6708099438653,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-0.020942130090987585
338.10205177784945,-0.6157894736842106,-0.5,-0.7007299270072993,336.1734493113804,0.38323353293413176,331.42416522609415,0.04166666666666666,331.921366419594,343.23836332562587,338.3393103448276,328.8820073203622,337.1022654899464,0.0,-1.2713786459372078
338.10205177784945,-0.5736842105263158,0.25,0.4379562043795621,336.1734493113804,0.40718562874251496,331.42416522609415,0.125,331.921366419594,343.23836332562587,334.35844213815426,341.53726024525736,337.1022654899464,1.8333333333333333,-0.2929559497707487
